coo: 54.99_73.37;E 00:00:00;A 00:00:00;E 01:00:00;A 01:00:00;E 02:00:00;A 02:00:00;E 03:00:00;A 03:00:00;E 04:00:00;A 04:00:00;E 05:00:00;A 05:00:00;E 06:00:00;A 06:00:00;E 07:00:00;A 07:00:00;E 08:00:00;A 08:00:00;E 09:00:00;A 09:00:00;E 10:00:00;A 10:00:00;E 11:00:00;A 11:00:00;E 12:00:00;A 12:00:00;E 13:00:00;A 13:00:00;E 14:00:00;A 14:00:00;E 15:00:00;A 15:00:00;E 16:00:00;A 16:00:00;E 17:00:00;A 17:00:00;E 18:00:00;A 18:00:00;E 19:00:00;A 19:00:00;E 20:00:00;A 20:00:00;E 21:00:00;A 21:00:00;E 22:00:00;A 22:00:00;E 23:00:00;A 23:00:00;
2018-10-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.95;107.38;11.80;120.18;18.65;133.91;24.00;148.85;27.37;164.97;28.34;181.80;26.80;198.54;22.95;214.42;17.21;229.07;10.09;242.55;2.06;255.18;--;--;--;--;--;--;--;--;--;--;
2018-10-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.67;107.64;11.51;120.43;18.33;134.13;23.66;149.04;27.00;165.11;27.96;181.87;26.42;198.53;22.57;214.35;16.84;228.96;9.73;242.41;1.71;255.02;--;--;--;--;--;--;--;--;--;--;
2018-10-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.39;107.90;11.21;120.67;18.02;134.36;23.32;149.23;26.64;165.24;27.59;181.93;26.04;198.52;22.20;214.28;16.48;228.85;9.37;242.27;1.36;254.87;--;--;--;--;--;--;--;--;--;--;
2018-10-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.11;108.16;10.92;120.92;17.70;134.58;22.98;149.41;26.28;165.37;27.21;181.99;25.66;198.51;21.82;214.21;16.11;228.74;9.02;242.13;1.02;254.71;--;--;--;--;--;--;--;--;--;--;
2018-10-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.83;108.41;10.62;121.16;17.39;134.80;22.64;149.59;25.92;165.50;26.84;182.05;25.28;198.50;21.45;214.14;15.75;228.62;8.67;241.98;0.68;254.55;--;--;--;--;--;--;--;--;--;--;
2018-10-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.56;108.67;10.33;121.40;17.07;135.01;22.31;149.77;25.56;165.62;26.46;182.11;24.91;198.49;21.08;214.07;15.39;228.51;8.32;241.84;0.34;254.39;--;--;--;--;--;--;--;--;--;--;
2018-10-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.28;108.92;10.03;121.63;16.76;135.22;21.97;149.94;25.20;165.74;26.09;182.16;24.54;198.47;20.72;214.00;15.04;228.39;7.98;241.70;0.00;254.23;--;--;--;--;--;--;--;--;--;--;
2018-10-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.00;109.16;9.74;121.86;16.44;135.43;21.63;150.11;24.85;165.85;25.73;182.21;24.17;198.45;20.35;213.92;14.69;228.27;7.64;241.55;-0.33;254.06;--;--;--;--;--;--;--;--;--;--;
2018-10-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.72;109.40;9.45;122.09;16.13;135.63;21.30;150.27;24.49;165.96;25.36;182.25;23.80;198.43;19.99;213.85;14.34;228.16;7.30;241.41;-0.66;253.90;--;--;--;--;--;--;--;--;--;--;
2018-10-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.44;109.64;9.16;122.31;15.82;135.83;20.96;150.43;24.14;166.07;25.00;182.29;23.44;198.41;19.64;213.77;13.99;228.04;6.97;241.26;--;--;--;--;--;--;--;--;--;--;--;--;
2018-10-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.17;109.88;8.86;122.53;15.51;136.02;20.63;150.59;23.79;166.17;24.64;182.33;23.07;198.39;19.28;213.69;13.65;227.92;6.63;241.12;--;--;--;--;--;--;--;--;--;--;--;--;
2018-10-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.89;110.11;8.57;122.74;15.20;136.21;20.30;150.74;23.44;166.27;24.28;182.37;22.71;198.36;18.93;213.61;13.31;227.80;6.31;240.97;--;--;--;--;--;--;--;--;--;--;--;--;
2018-10-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.61;110.33;8.28;122.95;14.89;136.40;19.97;150.89;23.10;166.36;23.92;182.40;22.36;198.33;18.58;213.53;12.97;227.68;5.98;240.82;--;--;--;--;--;--;--;--;--;--;--;--;
2018-10-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.34;110.56;7.99;123.16;14.58;136.58;19.65;151.03;22.75;166.46;23.57;182.43;22.01;198.30;18.24;213.44;12.64;227.55;5.66;240.67;--;--;--;--;--;--;--;--;--;--;--;--;
2018-10-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.07;110.78;7.71;123.36;14.27;136.75;19.32;151.17;22.41;166.54;23.22;182.46;21.66;198.26;17.90;213.36;12.31;227.43;5.35;240.52;--;--;--;--;--;--;--;--;--;--;--;--;
2018-10-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.21;110.99;7.42;123.56;13.97;136.93;19.00;151.30;22.07;166.63;22.87;182.48;21.31;198.23;17.56;213.27;11.99;227.30;5.03;240.37;--;--;--;--;--;--;--;--;--;--;--;--;
2018-10-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.48;111.20;7.13;123.75;13.66;137.09;18.67;151.43;21.74;166.70;22.53;182.50;20.97;198.19;17.23;213.18;11.67;227.18;4.73;240.21;--;--;--;--;--;--;--;--;--;--;--;--;
2018-10-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.75;111.41;6.85;123.94;13.36;137.26;18.36;151.56;21.40;166.78;22.19;182.52;20.63;198.15;16.90;213.09;11.35;227.05;4.42;240.06;--;--;--;--;--;--;--;--;--;--;--;--;
2018-10-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.56;124.13;13.06;137.41;18.04;151.68;21.07;166.85;21.85;182.53;20.30;198.10;16.57;213.00;11.04;226.92;4.12;239.91;--;--;--;--;--;--;--;--;--;--;--;--;
2018-10-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.28;124.31;12.76;137.57;17.72;151.80;20.74;166.92;21.52;182.54;19.97;198.06;16.25;212.90;10.73;226.79;3.83;239.75;--;--;--;--;--;--;--;--;--;--;--;--;
2018-10-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.00;124.48;12.47;137.72;17.41;151.91;20.42;166.98;21.19;182.55;19.64;198.01;15.94;212.81;10.43;226.66;3.54;239.60;--;--;--;--;--;--;--;--;--;--;--;--;
2018-10-31;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.72;124.65;12.17;137.86;17.10;152.01;20.10;167.04;20.86;182.55;19.32;197.96;15.62;212.71;10.13;226.53;3.25;239.44;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.44;124.82;11.88;138.00;16.79;152.12;19.78;167.09;20.54;182.55;19.00;197.90;15.32;212.61;9.83;226.40;2.97;239.28;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.17;124.98;11.59;138.13;16.49;152.21;19.46;167.14;20.22;182.55;18.69;197.85;15.01;212.51;9.54;226.26;2.70;239.12;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.89;125.13;11.30;138.26;16.19;152.31;19.15;167.19;19.91;182.54;18.38;197.79;14.72;212.41;9.26;226.13;2.43;238.97;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.62;125.28;11.02;138.39;15.89;152.39;18.85;167.23;19.60;182.53;18.07;197.73;14.42;212.31;8.98;225.99;2.16;238.81;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.35;125.43;10.73;138.51;15.59;152.48;18.54;167.27;19.29;182.52;17.77;197.66;14.13;212.20;8.71;225.86;1.90;238.65;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.08;125.57;10.45;138.62;15.30;152.56;18.24;167.30;18.99;182.50;17.48;197.60;13.85;212.09;8.44;225.72;1.65;238.49;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.82;125.71;10.17;138.73;15.01;152.63;17.94;167.33;18.70;182.48;17.19;197.53;13.57;211.99;8.18;225.58;1.40;238.33;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.55;125.84;9.90;138.83;14.73;152.70;17.65;167.36;18.40;182.46;16.90;197.46;13.30;211.88;7.92;225.44;1.15;238.16;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.29;125.96;9.63;138.93;14.44;152.76;17.36;167.38;18.12;182.43;16.62;197.39;13.03;211.77;7.67;225.30;0.92;238.00;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.04;126.08;9.36;139.03;14.16;152.82;17.08;167.40;17.83;182.40;16.35;197.31;12.77;211.65;7.42;225.16;0.68;237.84;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.78;126.20;9.09;139.12;13.89;152.88;16.80;167.41;17.56;182.37;16.08;197.24;12.52;211.54;7.18;225.02;0.46;237.68;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.53;126.30;8.83;139.20;13.62;152.93;16.53;167.42;17.28;182.33;15.82;197.16;12.27;211.42;6.94;224.87;0.24;237.51;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.28;126.41;8.57;139.28;13.35;152.97;16.26;167.42;17.02;182.29;15.56;197.08;12.02;211.31;6.72;224.73;0.02;237.35;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.03;126.51;8.31;139.35;13.09;153.01;15.99;167.42;16.75;182.25;15.31;196.99;11.78;211.19;6.49;224.59;-0.19;237.19;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.78;126.60;8.06;139.42;12.83;153.05;15.73;167.42;16.50;182.20;15.06;196.91;11.55;211.07;6.28;224.44;-0.39;237.02;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.54;126.69;7.81;139.48;12.58;153.08;15.47;167.41;16.25;182.15;14.82;196.82;11.33;210.95;6.07;224.30;-0.58;236.86;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.31;126.77;7.57;139.54;12.33;153.10;15.22;167.40;16.00;182.10;14.58;196.73;11.10;210.83;5.86;224.15;-0.77;236.70;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.07;126.85;7.33;139.59;12.08;153.13;14.98;167.38;15.76;182.05;14.35;196.64;10.89;210.71;5.66;224.00;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.84;126.92;7.09;139.64;11.84;153.14;14.74;167.36;15.53;181.99;14.13;196.54;10.68;210.58;5.47;223.86;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.61;126.98;6.86;139.68;11.61;153.15;14.50;167.34;15.30;181.93;13.92;196.45;10.48;210.46;5.29;223.71;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.39;127.04;6.63;139.72;11.37;153.16;14.27;167.31;15.08;181.86;13.71;196.35;10.29;210.33;5.11;223.57;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.17;127.10;6.40;139.75;11.15;153.16;14.05;167.28;14.86;181.80;13.50;196.25;10.10;210.21;4.94;223.42;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.05;127.15;6.18;139.77;10.93;153.16;13.83;167.25;14.65;181.73;13.30;196.15;9.92;210.08;4.78;223.27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.26;127.19;5.97;139.79;10.71;153.15;13.62;167.21;14.45;181.65;13.11;196.05;9.74;209.95;4.62;223.13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.47;127.23;5.76;139.81;10.50;153.14;13.41;167.17;14.25;181.58;12.93;195.94;9.58;209.82;4.47;222.98;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.67;127.26;5.55;139.82;10.30;153.13;13.21;167.12;14.06;181.50;12.75;195.84;9.42;209.69;4.32;222.83;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.35;139.83;10.10;153.11;13.02;167.07;13.87;181.42;12.58;195.73;9.26;209.56;4.19;222.69;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.16;139.83;9.90;153.08;12.83;167.02;13.69;181.34;12.42;195.62;9.12;209.43;4.06;222.54;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.97;139.82;9.71;153.05;12.65;166.96;13.52;181.26;12.26;195.51;8.98;209.30;3.93;222.40;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.78;139.81;9.53;153.02;12.47;166.90;13.36;181.17;12.11;195.40;8.84;209.17;3.82;222.25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.60;139.80;9.35;152.98;12.30;166.84;13.20;181.08;11.97;195.29;8.72;209.04;3.71;222.11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.43;139.78;9.18;152.94;12.14;166.77;13.05;180.99;11.83;195.17;8.60;208.91;3.61;221.97;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.26;139.76;9.02;152.90;11.98;166.70;12.91;180.89;11.71;195.06;8.49;208.78;3.52;221.82;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.09;139.73;8.86;152.85;11.83;166.63;12.77;180.80;11.59;194.94;8.39;208.65;3.43;221.68;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.93;139.69;8.71;152.79;11.69;166.55;12.64;180.70;11.47;194.83;8.29;208.52;3.35;221.54;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.78;139.66;8.56;152.74;11.55;166.47;12.52;180.60;11.37;194.71;8.20;208.39;3.28;221.41;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.64;139.61;8.42;152.67;11.42;166.39;12.40;180.50;11.27;194.59;8.12;208.26;3.21;221.27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.49;139.57;8.29;152.61;11.30;166.31;12.29;180.40;11.18;194.47;8.05;208.13;3.16;221.13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.36;139.51;8.16;152.54;11.19;166.22;12.19;180.29;11.09;194.35;7.98;208.01;3.11;221.00;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.23;139.46;8.04;152.47;11.08;166.13;12.10;180.19;11.02;194.24;7.92;207.88;3.06;220.87;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.11;139.40;7.93;152.39;10.98;166.04;12.01;180.08;10.95;194.12;7.87;207.75;3.03;220.73;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.99;139.33;7.82;152.31;10.88;165.94;11.93;179.97;10.89;194.00;7.83;207.63;3.00;220.61;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.88;139.26;7.72;152.23;10.80;165.84;11.86;179.86;10.83;193.88;7.79;207.50;2.98;220.48;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.78;139.19;7.63;152.14;10.72;165.74;11.80;179.75;10.79;193.76;7.76;207.38;2.97;220.35;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.68;139.11;7.54;152.05;10.64;165.64;11.74;179.64;10.75;193.64;7.74;207.26;2.96;220.23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.60;139.03;7.46;151.96;10.58;165.54;11.70;179.52;10.72;193.52;7.73;207.13;2.96;220.11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.51;138.95;7.39;151.87;10.52;165.43;11.65;179.41;10.69;193.40;7.72;207.02;2.97;219.99;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.44;138.86;7.33;151.77;10.47;165.33;11.62;179.29;10.68;193.28;7.72;206.90;2.99;219.88;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.37;138.77;7.27;151.67;10.43;165.22;11.60;179.18;10.67;193.17;7.73;206.78;3.01;219.76;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.30;138.67;7.22;151.56;10.39;165.11;11.58;179.06;10.67;193.05;7.75;206.67;3.04;219.65;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.25;138.57;7.18;151.46;10.37;164.99;11.57;178.95;10.68;192.93;7.77;206.55;3.08;219.54;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.20;138.47;7.14;151.35;10.35;164.88;11.57;178.83;10.69;192.82;7.80;206.44;3.13;219.44;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.16;138.36;7.11;151.23;10.33;164.76;11.57;178.71;10.72;192.71;7.84;206.33;3.18;219.34;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.12;138.25;7.09;151.12;10.33;164.65;11.58;178.60;10.75;192.59;7.89;206.23;3.24;219.24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.09;138.14;7.08;151.00;10.33;164.53;11.60;178.48;10.78;192.48;7.94;206.12;3.31;219.14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.07;138.02;7.07;150.89;10.34;164.41;11.63;178.36;10.83;192.37;8.00;206.02;3.38;219.05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.06;137.90;7.07;150.77;10.36;164.29;11.67;178.25;10.88;192.26;8.07;205.92;3.46;218.96;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.05;137.78;7.08;150.64;10.39;164.17;11.71;178.13;10.94;192.15;8.15;205.83;3.55;218.88;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.05;137.66;7.10;150.52;10.42;164.05;11.76;178.02;11.01;192.05;8.23;205.73;3.64;218.79;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.06;137.53;7.12;150.39;10.46;163.92;11.82;177.90;11.09;191.94;8.32;205.64;3.74;218.72;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-31;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.08;137.40;7.15;150.27;10.51;163.80;11.89;177.79;11.17;191.84;8.42;205.55;3.85;218.64;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-01-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.10;137.24;7.20;150.11;10.58;163.65;11.98;177.65;11.28;191.72;8.55;205.45;3.99;218.55;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
